Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-1_Full64; Runtime version N-2017.12-SP2-1_Full64;  Mar 15 15:50 2020
start
Time|reset|load_in|CDB_PRF_idx|CDB_valid|opa_in|opa_valid_in|opb_in|opb_valid_in|opa_out|opb_out|num_is_free|is_free_hub|ready_hub|reset_hub
   0  x    x      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    xxxxxxxx   xxxxxxxx      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     xxxxxxxxxxxxxxxx
  10  1    0      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    00000000   00000000      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     1111111111111111
2736  0    1      3f        111   e527e6ca     1     0000002d     0    519a95a3   00000000      1    0000000000100000    0000111111011100     0000110000000100
2740  0    1      3f        000   e527e6ca     1     0000002d     0    519a95a3   00000000      1    0000000000100000    0000111111011100     0000110000000100
2746  0    1      3f        000   e527e6ca     1     0000002d     0    519a95a3   00000000      1    0000000000100000    0000001111011000     0000001100001000
2756  0    1      3f        000   e527e6ca     1     0000002d     0    0f8abb1f   4b498396      1    0000000000100000    0000000011010000     0000000011010000
2760  0    1      2d        111   f5a36aeb     1     09b4a313     1    0f8abb1f   4b498396      1    0000000000100000    0000000011010000     0000000011010000
2766  0    1      2d        111   f5a36aeb     1     09b4a313     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
2770  0    1      2d        000   00000016     0     00000012     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
2776  0    1      2d        000   00000016     0     00000012     0    aee0765d   00000000      1    0000000000100000    0011111111011110     0011000000000010
2780  0    1      16        111   7f4ce1fe     1     00000012     0    aee0765d   00000000      1    0000000000100000    0011111111011110     0011000000000010
2786  0    1      16        111   7f4ce1fe     1     00000012     0    aee0765d   00000000      1    0000000000100000    0000111111011100     0000110000000100
2790  0    1      16        000   7f4ce1fe     1     00000012     0    aee0765d   00000000      1    0000000000100000    0000111111011100     0000110000000100
2796  0    1      16        000   7f4ce1fe     1     00000012     0    aee0765d   00000000      1    0000000000100000    0000001111011000     0000001100001000
2806  0    1      16        000   7f4ce1fe     1     00000012     0    0d651b1a   14d49329      1    0000000000100000    0000000011010000     0000000011010000
2810  0    1      12        111   acce1c59     1     02d50905     1    0d651b1a   14d49329      1    0000000000100000    0000000011010000     0000000011010000
2816  0    1      12        111   acce1c59     1     02d50905     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
2820  0    1      12        000   0000000c     0     00000018     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
2826  0    1      12        000   0000000c     0     00000018     0    a2e74e45   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
2830  0    1      0c        111   2db0d95b     1     00000018     0    a2e74e45   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
2836  0    1      0c        111   2db0d95b     1     00000018     0    a2e74e45   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
2840  0    1      0c        000   2db0d95b     1     00000018     0    a2e74e45   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
2846  0    1      0c        000   2db0d95b     1     00000018     0    a2e74e45   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
2856  0    1      0c        000   2db0d95b     1     00000018     0    9154fc22   c68ec48d      1    0000000000100000    0000000011010000     0000000011010000
2860  0    1      18        111   f7298cee     1     da3c32b4     1    9154fc22   c68ec48d      1    0000000000100000    0000000011010000     0000000011010000
2866  0    1      18        111   f7298cee     1     da3c32b4     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
2870  0    1      18        000   00000033     0     0000001c     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
2876  0    1      18        000   00000033     0     0000001c     0    87b3680f   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
2880  0    1      33        111   671fa9ce     1     0000001c     0    87b3680f   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
2886  0    1      33        111   671fa9ce     1     0000001c     0    87b3680f   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
2890  0    1      33        000   671fa9ce     1     0000001c     0    87b3680f   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
2896  0    1      33        000   671fa9ce     1     0000001c     0    87b3680f   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
2906  0    1      33        000   671fa9ce     1     0000001c     0    1053a720   395f1772      1    0000000000100000    0000000011010000     0000000011010000
2910  0    1      1c        111   8684180d     1     ee7e6adc     1    1053a720   395f1772      1    0000000000100000    0000000011010000     0000000011010000
2916  0    1      1c        111   8684180d     1     ee7e6adc     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
2920  0    1      1c        000   00000037     0     00000019     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
2926  0    1      1c        000   00000037     0     00000019     0    f2708ce4   00000000      1    0000000000100000    0011111111011110     0011000000000010
2930  0    1      37        111   f2be5ae5     1     00000019     0    f2708ce4   00000000      1    0000000000100000    0011111111011110     0011000000000010
2936  0    1      37        111   f2be5ae5     1     00000019     0    f2708ce4   00000000      1    0000000000100000    0000111111011100     0000110000000100
2940  0    1      37        000   f2be5ae5     1     00000019     0    f2708ce4   00000000      1    0000000000100000    0000111111011100     0000110000000100
2946  0    1      37        000   f2be5ae5     1     00000019     0    f2708ce4   00000000      1    0000000000100000    0000001111011000     0000001100001000
2956  0    1      37        000   f2be5ae5     1     00000019     0    ad676c5a   2a6b8354      1    0000000000100000    0000000011010000     0000000011010000
2960  0    1      19        111   28ea1951     1     78f6abf1     1    ad676c5a   2a6b8354      1    0000000000100000    0000000011010000     0000000011010000
2966  0    1      19        111   28ea1951     1     78f6abf1     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
2970  0    1      19        000   00000011     0     0000003f     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
2976  0    1      19        000   00000011     0     0000003f     0    0dbc631b   00000000      1    0000000000100000    0011111111011110     0011000000000010
2980  0    1      11        111   8b84fe17     1     0000003f     0    0dbc631b   00000000      1    0000000000100000    0011111111011110     0011000000000010
2986  0    1      11        111   8b84fe17     1     0000003f     0    0dbc631b   00000000      1    0000000000100000    0101111111011100     0101000000000100
2990  0    1      11        000   8b84fe17     1     0000003f     0    0dbc631b   00000000      1    0000000000100000    0101111111011100     0101000000000100
2996  0    1      11        000   8b84fe17     1     0000003f     0    0dbc631b   00000000      1    0000000000100000    0000111111011000     0000110000001000
3006  0    1      11        000   8b84fe17     1     0000003f     0    00308d00   0eef5d1d      1    0000000000100000    0000001111010000     0000001100010000
3010  0    1      3f        111   ec1446d8     1     d5bc72ab     1    00308d00   0eef5d1d      1    0000000000100000    0000001111010000     0000001100010000
3016  0    1      3f        111   ec1446d8     1     d5bc72ab     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
3020  0    1      3f        000   0000001c     0     00000037     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
3026  0    1      3f        000   0000001c     0     00000037     0    0c27cd18   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
3030  0    1      1c        111   9f3b963e     1     00000037     0    0c27cd18   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
3036  0    1      1c        111   9f3b963e     1     00000037     0    0c27cd18   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
3040  0    1      1c        000   9f3b963e     1     00000037     0    0c27cd18   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
3046  0    1      1c        000   9f3b963e     1     00000037     0    0c27cd18   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
3056  0    1      1c        000   9f3b963e     1     00000037     0    86b1140d   a128b842      1    0000000000100000    0000000011010000     0000000011010000
